activity_site_id,activity_description,booking_end_datetime,booking_start_time,max_bookees,number_booked,price_inr,year,month,day,day_name
HXP,Studio Cyc 1.10 - 2.00pm,2018-04-13,13:10:00,27,27,1999.0,2018,4,13,Friday
HXP,Studio Cyc 1.10 - 2.00pm,2018-04-20,13:10:00,27,20,1999.0,2018,4,20,Friday
HXP,Studio Cyc 1.10 - 2.00pm,2018-04-27,13:10:00,27,25,1999.0,2018,4,27,Friday
HXP,Studio Cyc 1.10 - 2.00pm,2018-05-04,13:10:00,27,25,1999.0,2018,5,4,Friday
HXP,Studio Cyc 1.10 - 2.00pm,2018-05-11,13:10:00,27,26,1999.0,2018,5,11,Friday
HXP,Studio Cyc 1.10 - 2.00pm,2018-05-18,13:10:00,27,23,1999.0,2018,5,18,Friday
HXP,Studio Cyc 1.10 - 2.00pm,2018-05-25,13:10:00,27,24,1999.0,2018,5,25,Friday
HXP,Studio Cyc 10.00 -10.50am,2018-04-01,10:00:00,27,20,1999.0,2018,4,1,Sunday
HXP,Studio Cyc 10.00 -10.50am,2018-04-08,10:00:00,27,26,1999.0,2018,4,8,Sunday
HXP,Studio Cyc 10.00 -10.50am,2018-04-15,10:00:00,27,24,1999.0,2018,4,15,Sunday
HXP,Studio Cyc 10.00 -10.50am,2018-04-22,10:00:00,27,21,1999.0,2018,4,22,Sunday
HXP,Studio Cyc 10.00 -10.50am,2018-04-29,10:00:00,27,22,1999.0,2018,4,29,Sunday
HXP,Studio Cyc 10.00 -10.50am,2018-05-06,10:00:00,27,17,1999.0,2018,5,6,Sunday
HXP,Studio Cyc 10.00 -10.50am,2018-05-13,10:00:00,27,22,1999.0,2018,5,13,Sunday
HXP,Studio Cyc 10.00 -10.50am,2018-05-20,10:00:00,27,25,1999.0,2018,5,20,Sunday
HXP,Studio Cyc 10.00 -10.50am,2018-05-27,10:00:00,27,22,1999.0,2018,5,27,Sunday
HXP,Studio Cyc 10.00-10.50am,2018-04-05,10:00:00,27,24,1999.0,2018,4,5,Thursday
HXP,Studio Cyc 10.00-10.50am,2018-04-12,10:00:00,27,25,1999.0,2018,4,12,Thursday
HXP,Studio Cyc 10.00-10.50am,2018-04-19,10:00:00,27,24,1999.0,2018,4,19,Thursday
HXP,Studio Cyc 10.00-10.50am,2018-04-26,10:00:00,27,22,1999.0,2018,4,26,Thursday
HXP,Studio Cyc 10.00-10.50am,2018-05-03,10:00:00,27,27,1999.0,2018,5,3,Thursday
HXP,Studio Cyc 10.00-10.50am,2018-05-10,10:00:00,27,27,1999.0,2018,5,10,Thursday
HXP,Studio Cyc 10.00-10.50am,2018-05-17,10:00:00,27,26,1999.0,2018,5,17,Thursday
HXP,Studio Cyc 10.00-10.50am,2018-05-24,10:00:00,27,23,1999.0,2018,5,24,Thursday
HXP,Studio Cyc 10.00-10.50am,2018-05-31,10:00:00,27,25,1999.0,2018,5,31,Thursday
HXP,Studio Cyc 11.30 - 12.20,2018-04-02,11:30:00,27,18,1999.0,2018,4,2,Monday
HXP,Studio Cyc 11.30 - 12.20,2018-04-09,11:30:00,27,23,1999.0,2018,4,9,Monday
HXP,Studio Cyc 11.30 - 12.20,2018-04-16,11:30:00,27,22,1999.0,2018,4,16,Monday
HXP,Studio Cyc 11.30 - 12.20,2018-04-23,11:30:00,27,20,1999.0,2018,4,23,Monday
HXP,Studio Cyc 11.30 - 12.20,2018-04-30,11:30:00,27,27,1999.0,2018,4,30,Monday
HXP,Studio Cyc 11.30 - 12.20,2018-05-07,11:30:00,27,22,1999.0,2018,5,7,Monday
HXP,Studio Cyc 11.30 - 12.20,2018-05-14,11:30:00,27,18,1999.0,2018,5,14,Monday
HXP,Studio Cyc 11.30 - 12.20,2018-05-21,11:30:00,27,18,1999.0,2018,5,21,Monday
HXP,Studio Cyc 11.30 - 12.20,2018-05-28,11:30:00,27,17,1999.0,2018,5,28,Monday
HXP,Studio Cyc 12.10-1.00pm,2018-04-04,12:10:00,27,18,1999.0,2018,4,4,Wednesday
HXP,Studio Cyc 12.10-1.00pm,2018-04-11,12:10:00,27,23,1999.0,2018,4,11,Wednesday
HXP,Studio Cyc 12.10-1.00pm,2018-04-18,12:10:00,27,26,1999.0,2018,4,18,Wednesday
HXP,Studio Cyc 12.10-1.00pm,2018-04-25,12:10:00,27,19,1999.0,2018,4,25,Wednesday
HXP,Studio Cyc 12.10-1.00pm,2018-05-02,12:10:00,27,21,1999.0,2018,5,2,Wednesday
HXP,Studio Cyc 12.10-1.00pm,2018-05-09,12:10:00,27,20,1999.0,2018,5,9,Wednesday
HXP,Studio Cyc 12.10-1.00pm,2018-05-16,12:10:00,27,16,1999.0,2018,5,16,Wednesday
HXP,Studio Cyc 12.10-1.00pm,2018-05-23,12:10:00,27,17,1999.0,2018,5,23,Wednesday
HXP,Studio Cyc 12.10-1.00pm,2018-05-30,12:10:00,27,15,1999.0,2018,5,30,Wednesday
HXP,Studio Cyc 12.30-1.20pm,2018-04-02,12:30:00,27,17,1999.0,2018,4,2,Monday
HXP,Studio Cyc 12.30-1.20pm,2018-04-09,12:30:00,27,17,1999.0,2018,4,9,Monday
HXP,Studio Cyc 12.30-1.20pm,2018-04-16,12:30:00,27,19,1999.0,2018,4,16,Monday
HXP,Studio Cyc 12.30-1.20pm,2018-04-23,12:30:00,27,17,1999.0,2018,4,23,Monday
HXP,Studio Cyc 12.30-1.20pm,2018-04-30,12:30:00,27,9,1999.0,2018,4,30,Monday
HXP,Studio Cyc 12.30-1.20pm,2018-05-07,12:30:00,27,12,1999.0,2018,5,7,Monday
HXP,Studio Cyc 12.30-1.20pm,2018-05-14,12:30:00,27,12,1999.0,2018,5,14,Monday
HXP,Studio Cyc 12.30-1.20pm,2018-05-21,12:30:00,27,14,1999.0,2018,5,21,Monday
HXP,Studio Cyc 12.30-1.20pm,2018-05-28,12:30:00,27,14,1999.0,2018,5,28,Monday
HXP,Studio Cyc 4.20-5.10pm,2018-04-04,16:20:00,27,27,1999.0,2018,4,4,Wednesday
HXP,Studio Cyc 4.20-5.10pm,2018-04-11,16:20:00,27,27,1999.0,2018,4,11,Wednesday
HXP,Studio Cyc 4.20-5.10pm,2018-04-18,16:20:00,27,26,1999.0,2018,4,18,Wednesday
HXP,Studio Cyc 4.20-5.10pm,2018-04-25,16:20:00,27,24,1999.0,2018,4,25,Wednesday
HXP,Studio Cyc 4.20-5.10pm,2018-05-02,16:20:00,27,21,1999.0,2018,5,2,Wednesday
HXP,Studio Cyc 4.20-5.10pm,2018-05-09,16:20:00,27,24,1999.0,2018,5,9,Wednesday
HXP,Studio Cyc 4.20-5.10pm,2018-05-16,16:20:00,27,21,1999.0,2018,5,16,Wednesday
HXP,Studio Cyc 4.20-5.10pm,2018-05-23,16:20:00,27,14,1999.0,2018,5,23,Wednesday
HXP,Studio Cyc 4.20-5.10pm,2018-05-30,16:20:00,27,13,1999.0,2018,5,30,Wednesday
HXP,Studio Cyc 5.00-5.50pm,2018-04-03,17:00:00,27,25,1999.0,2018,4,3,Tuesday
HXP,Studio Cyc 5.00-5.50pm,2018-04-05,17:00:00,27,16,1999.0,2018,4,5,Thursday
HXP,Studio Cyc 5.00-5.50pm,2018-04-10,17:00:00,27,22,1999.0,2018,4,10,Tuesday
HXP,Studio Cyc 5.00-5.50pm,2018-04-12,17:00:00,27,14,1999.0,2018,4,12,Thursday
HXP,Studio Cyc 5.00-5.50pm,2018-04-17,17:00:00,27,26,1999.0,2018,4,17,Tuesday
HXP,Studio Cyc 5.00-5.50pm,2018-04-19,17:00:00,27,14,1999.0,2018,4,19,Thursday
HXP,Studio Cyc 5.00-5.50pm,2018-04-24,17:00:00,27,25,1999.0,2018,4,24,Tuesday
HXP,Studio Cyc 5.00-5.50pm,2018-04-26,17:00:00,27,14,1999.0,2018,4,26,Thursday
HXP,Studio Cyc 5.00-5.50pm,2018-05-01,17:00:00,27,27,1999.0,2018,5,1,Tuesday
HXP,Studio Cyc 5.00-5.50pm,2018-05-03,17:00:00,27,18,1999.0,2018,5,3,Thursday
HXP,Studio Cyc 5.00-5.50pm,2018-05-08,17:00:00,27,26,1999.0,2018,5,8,Tuesday
HXP,Studio Cyc 5.00-5.50pm,2018-05-10,17:00:00,27,20,1999.0,2018,5,10,Thursday
HXP,Studio Cyc 5.00-5.50pm,2018-05-15,17:00:00,27,24,1999.0,2018,5,15,Tuesday
HXP,Studio Cyc 5.00-5.50pm,2018-05-17,17:00:00,27,15,1999.0,2018,5,17,Thursday
HXP,Studio Cyc 5.00-5.50pm,2018-05-22,17:00:00,27,26,1999.0,2018,5,22,Tuesday
HXP,Studio Cyc 5.00-5.50pm,2018-05-24,17:00:00,27,19,1999.0,2018,5,24,Thursday
HXP,Studio Cyc 5.00-5.50pm,2018-05-29,17:00:00,27,26,1999.0,2018,5,29,Tuesday
HXP,Studio Cyc 5.00-5.50pm,2018-05-31,17:00:00,27,12,1999.0,2018,5,31,Thursday
HXP,Studio Cyc 5.10-6.00pm,2018-04-06,17:10:00,27,20,1999.0,2018,4,6,Friday
HXP,Studio Cyc 5.10-6.00pm,2018-04-13,17:10:00,27,22,1999.0,2018,4,13,Friday
HXP,Studio Cyc 5.10-6.00pm,2018-04-20,17:10:00,27,23,1999.0,2018,4,20,Friday
HXP,Studio Cyc 5.10-6.00pm,2018-04-27,17:10:00,27,23,1999.0,2018,4,27,Friday
HXP,Studio Cyc 5.10-6.00pm,2018-05-04,17:10:00,27,21,1999.0,2018,5,4,Friday
HXP,Studio Cyc 5.10-6.00pm,2018-05-11,17:10:00,27,25,1999.0,2018,5,11,Friday
HXP,Studio Cyc 5.10-6.00pm,2018-05-18,17:10:00,27,16,1999.0,2018,5,18,Friday
HXP,Studio Cyc 5.10-6.00pm,2018-05-25,17:10:00,27,21,1999.0,2018,5,25,Friday
HXP,Studio Cyc 5.20-6.10pm,2018-04-04,17:20:00,27,18,1999.0,2018,4,4,Wednesday
HXP,Studio Cyc 5.20-6.10pm,2018-04-09,17:20:00,27,25,1999.0,2018,4,9,Monday
HXP,Studio Cyc 5.20-6.10pm,2018-04-11,17:20:00,27,25,1999.0,2018,4,11,Wednesday
HXP,Studio Cyc 5.20-6.10pm,2018-04-16,17:20:00,27,27,1999.0,2018,4,16,Monday
HXP,Studio Cyc 5.20-6.10pm,2018-04-18,17:20:00,27,25,1999.0,2018,4,18,Wednesday
HXP,Studio Cyc 5.20-6.10pm,2018-04-23,17:20:00,27,26,1999.0,2018,4,23,Monday
HXP,Studio Cyc 5.20-6.10pm,2018-04-25,17:20:00,27,25,1999.0,2018,4,25,Wednesday
HXP,Studio Cyc 5.20-6.10pm,2018-04-30,17:20:00,27,22,1999.0,2018,4,30,Monday
HXP,Studio Cyc 5.20-6.10pm,2018-05-02,17:20:00,27,22,1999.0,2018,5,2,Wednesday
HXP,Studio Cyc 5.20-6.10pm,2018-05-09,17:20:00,27,22,1999.0,2018,5,9,Wednesday
HXP,Studio Cyc 5.20-6.10pm,2018-05-14,17:20:00,27,24,1999.0,2018,5,14,Monday
HXP,Studio Cyc 5.20-6.10pm,2018-05-16,17:20:00,27,27,1999.0,2018,5,16,Wednesday
HXP,Studio Cyc 5.20-6.10pm,2018-05-21,17:20:00,27,23,1999.0,2018,5,21,Monday
HXP,Studio Cyc 5.20-6.10pm,2018-05-23,17:20:00,27,19,1999.0,2018,5,23,Wednesday
HXP,Studio Cyc 5.20-6.10pm,2018-05-30,17:20:00,27,24,1999.0,2018,5,30,Wednesday
HXP,Studio Cyc 5.55-6.45pm,2018-04-05,17:55:00,27,18,1999.0,2018,4,5,Thursday
HXP,Studio Cyc 5.55-6.45pm,2018-04-12,17:55:00,27,21,1999.0,2018,4,12,Thursday
HXP,Studio Cyc 5.55-6.45pm,2018-04-19,17:55:00,27,19,1999.0,2018,4,19,Thursday
HXP,Studio Cyc 5.55-6.45pm,2018-04-26,17:55:00,27,20,1999.0,2018,4,26,Thursday
HXP,Studio Cyc 5.55-6.45pm,2018-05-03,17:55:00,27,18,1999.0,2018,5,3,Thursday
HXP,Studio Cyc 5.55-6.45pm,2018-05-10,17:55:00,27,24,1999.0,2018,5,10,Thursday
HXP,Studio Cyc 5.55-6.45pm,2018-05-17,17:55:00,27,22,1999.0,2018,5,17,Thursday
HXP,Studio Cyc 5.55-6.45pm,2018-05-24,17:55:00,27,22,1999.0,2018,5,24,Thursday
HXP,Studio Cyc 5.55-6.45pm,2018-05-31,17:55:00,27,23,1999.0,2018,5,31,Thursday
HXP,Studio Cyc 6.10-7.00pm,2018-04-06,18:10:00,27,20,1999.0,2018,4,6,Friday
HXP,Studio Cyc 6.10-7.00pm,2018-04-13,18:10:00,27,23,1999.0,2018,4,13,Friday
HXP,Studio Cyc 6.10-7.00pm,2018-04-20,18:10:00,27,23,1999.0,2018,4,20,Friday
HXP,Studio Cyc 6.10-7.00pm,2018-04-27,18:10:00,27,17,1999.0,2018,4,27,Friday
HXP,Studio Cyc 6.10-7.00pm,2018-05-04,18:10:00,27,20,1999.0,2018,5,4,Friday
HXP,Studio Cyc 6.10-7.00pm,2018-05-11,18:10:00,27,25,1999.0,2018,5,11,Friday
HXP,Studio Cyc 6.10-7.00pm,2018-05-18,18:10:00,27,22,1999.0,2018,5,18,Friday
HXP,Studio Cyc 6.10-7.00pm,2018-05-25,18:10:00,27,12,1999.0,2018,5,25,Friday
HXP,Studio Cyc 6.15-7.05pm,2018-04-09,18:15:00,27,24,1999.0,2018,4,9,Monday
HXP,Studio Cyc 6.15-7.05pm,2018-04-16,18:15:00,27,26,1999.0,2018,4,16,Monday
HXP,Studio Cyc 6.15-7.05pm,2018-04-23,18:15:00,27,22,1999.0,2018,4,23,Monday
HXP,Studio Cyc 6.15-7.05pm,2018-04-30,18:15:00,27,27,1999.0,2018,4,30,Monday
HXP,Studio Cyc 6.15-7.05pm,2018-05-14,18:15:00,27,26,1999.0,2018,5,14,Monday
HXP,Studio Cyc 6.15-7.05pm,2018-05-21,18:15:00,27,26,1999.0,2018,5,21,Monday
HXP,Studio Cyc 7.00-7.50pm,2018-04-05,19:00:00,27,23,1999.0,2018,4,5,Thursday
HXP,Studio Cyc 7.00-7.50pm,2018-04-12,19:00:00,27,19,1999.0,2018,4,12,Thursday
HXP,Studio Cyc 7.00-7.50pm,2018-04-19,19:00:00,27,27,1999.0,2018,4,19,Thursday
HXP,Studio Cyc 7.00-7.50pm,2018-04-26,19:00:00,27,27,1999.0,2018,4,26,Thursday
HXP,Studio Cyc 7.00-7.50pm,2018-05-03,19:00:00,27,27,1999.0,2018,5,3,Thursday
HXP,Studio Cyc 7.00-7.50pm,2018-05-10,19:00:00,27,27,1999.0,2018,5,10,Thursday
HXP,Studio Cyc 7.00-7.50pm,2018-05-17,19:00:00,27,25,1999.0,2018,5,17,Thursday
HXP,Studio Cyc 7.00-7.50pm,2018-05-24,19:00:00,27,25,1999.0,2018,5,24,Thursday
HXP,Studio Cyc 7.00-7.50pm,2018-05-31,19:00:00,27,21,1999.0,2018,5,31,Thursday
HXP,Studio Cyc 7.05-7.55am,2018-04-02,7:05:00,27,16,1999.0,2018,4,2,Monday
HXP,Studio Cyc 7.05-7.55am,2018-04-04,7:05:00,27,20,1999.0,2018,4,4,Wednesday
HXP,Studio Cyc 7.05-7.55am,2018-04-09,7:05:00,27,20,1999.0,2018,4,9,Monday
HXP,Studio Cyc 7.05-7.55am,2018-04-11,7:05:00,27,18,1999.0,2018,4,11,Wednesday
HXP,Studio Cyc 7.05-7.55am,2018-04-16,7:05:00,27,16,1999.0,2018,4,16,Monday
HXP,Studio Cyc 7.05-7.55am,2018-04-18,7:05:00,27,21,1999.0,2018,4,18,Wednesday
HXP,Studio Cyc 7.05-7.55am,2018-04-23,7:05:00,27,19,1999.0,2018,4,23,Monday
HXP,Studio Cyc 7.05-7.55am,2018-04-25,7:05:00,27,19,1999.0,2018,4,25,Wednesday
HXP,Studio Cyc 7.05-7.55am,2018-04-30,7:05:00,27,17,1999.0,2018,4,30,Monday
HXP,Studio Cyc 7.05-7.55am,2018-05-02,7:05:00,27,15,1999.0,2018,5,2,Wednesday
HXP,Studio Cyc 7.05-7.55am,2018-05-07,7:05:00,27,12,1999.0,2018,5,7,Monday
HXP,Studio Cyc 7.05-7.55am,2018-05-09,7:05:00,27,8,1999.0,2018,5,9,Wednesday
HXP,Studio Cyc 7.05-7.55am,2018-05-14,7:05:00,27,11,1999.0,2018,5,14,Monday
HXP,Studio Cyc 7.05-7.55am,2018-05-16,7:05:00,27,12,1999.0,2018,5,16,Wednesday
HXP,Studio Cyc 7.05-7.55am,2018-05-21,7:05:00,27,13,1999.0,2018,5,21,Monday
HXP,Studio Cyc 7.05-7.55am,2018-05-23,7:05:00,27,12,1999.0,2018,5,23,Wednesday
HXP,Studio Cyc 7.05-7.55am,2018-05-28,7:05:00,27,14,1999.0,2018,5,28,Monday
HXP,Studio Cyc 7.05-7.55am,2018-05-30,7:05:00,27,20,1999.0,2018,5,30,Wednesday
HXP,Studio Cyc 7.30-8.20pm,2018-04-03,19:30:00,27,27,1999.0,2018,4,3,Tuesday
HXP,Studio Cyc 7.30-8.20pm,2018-04-10,19:30:00,27,26,1999.0,2018,4,10,Tuesday
HXP,Studio Cyc 7.30-8.20pm,2018-04-17,19:30:00,27,27,1999.0,2018,4,17,Tuesday
HXP,Studio Cyc 7.30-8.20pm,2018-04-24,19:30:00,27,27,1999.0,2018,4,24,Tuesday
HXP,Studio Cyc 7.30-8.20pm,2018-05-01,19:30:00,27,23,1999.0,2018,5,1,Tuesday
HXP,Studio Cyc 7.30-8.20pm,2018-05-08,19:30:00,27,23,1999.0,2018,5,8,Tuesday
HXP,Studio Cyc 7.30-8.20pm,2018-05-15,19:30:00,27,24,1999.0,2018,5,15,Tuesday
HXP,Studio Cyc 7.30-8.20pm,2018-05-22,19:30:00,27,22,1999.0,2018,5,22,Tuesday
HXP,Studio Cyc 7.30-8.20pm,2018-05-29,19:30:00,27,21,1999.0,2018,5,29,Tuesday
HXP,Studio Cyc 8.00-8.50am,2018-04-07,8:00:00,27,27,1999.0,2018,4,7,Saturday
HXP,Studio Cyc 8.00-8.50am,2018-04-14,8:00:00,27,27,1999.0,2018,4,14,Saturday
HXP,Studio Cyc 8.00-8.50am,2018-04-21,8:00:00,27,25,1999.0,2018,4,21,Saturday
HXP,Studio Cyc 8.00-8.50am,2018-04-28,8:00:00,27,26,1999.0,2018,4,28,Saturday
HXP,Studio Cyc 8.00-8.50am,2018-05-05,8:00:00,27,23,1999.0,2018,5,5,Saturday
HXP,Studio Cyc 8.00-8.50am,2018-05-12,8:00:00,27,25,1999.0,2018,5,12,Saturday
HXP,Studio Cyc 8.00-8.50am,2018-05-19,8:00:00,27,26,1999.0,2018,5,19,Saturday
HXP,Studio Cyc 8.00-8.50am,2018-05-26,8:00:00,27,23,1999.0,2018,5,26,Saturday
HXP,Studio Cyc 8.00-8.50pm,2018-04-05,20:00:00,27,20,1999.0,2018,4,5,Thursday
HXP,Studio Cyc 8.00-8.50pm,2018-04-12,20:00:00,27,25,1999.0,2018,4,12,Thursday
HXP,Studio Cyc 8.00-8.50pm,2018-04-19,20:00:00,27,25,1999.0,2018,4,19,Thursday
HXP,Studio Cyc 8.00-8.50pm,2018-04-26,20:00:00,27,26,1999.0,2018,4,26,Thursday
HXP,Studio Cyc 8.00-8.50pm,2018-05-03,20:00:00,27,26,1999.0,2018,5,3,Thursday
HXP,Studio Cyc 8.00-8.50pm,2018-05-10,20:00:00,27,24,1999.0,2018,5,10,Thursday
HXP,Studio Cyc 8.00-8.50pm,2018-05-17,20:00:00,27,24,1999.0,2018,5,17,Thursday
HXP,Studio Cyc 8.00-8.50pm,2018-05-24,20:00:00,27,20,1999.0,2018,5,24,Thursday
HXP,Studio Cyc 8.00-8.50pm,2018-05-31,20:00:00,27,18,1999.0,2018,5,31,Thursday
HXP,Studio Cyc 8.50-9.40am,2018-04-07,8:50:00,27,27,1999.0,2018,4,7,Saturday
HXP,Studio Cyc 8.50-9.40am,2018-04-14,8:50:00,27,26,1999.0,2018,4,14,Saturday
HXP,Studio Cyc 8.50-9.40am,2018-04-21,8:50:00,27,25,1999.0,2018,4,21,Saturday
HXP,Studio Cyc 8.50-9.40am,2018-04-28,8:50:00,27,25,1999.0,2018,4,28,Saturday
HXP,Studio Cyc 8.50-9.40am,2018-05-05,8:50:00,27,26,1999.0,2018,5,5,Saturday
HXP,Studio Cyc 8.50-9.40am,2018-05-12,8:50:00,27,23,1999.0,2018,5,12,Saturday
HXP,Studio Cyc 8.50-9.40am,2018-05-19,8:50:00,27,20,1999.0,2018,5,19,Saturday
HXP,Studio Cyc 8.50-9.40am,2018-05-26,8:50:00,27,21,1999.0,2018,5,26,Saturday
HXP,Studio Cyc 9.05-9.55am,2018-04-01,9:05:00,27,27,1999.0,2018,4,1,Sunday
HXP,Studio Cyc 9.05-9.55am,2018-04-08,9:05:00,27,24,1999.0,2018,4,8,Sunday
HXP,Studio Cyc 9.05-9.55am,2018-04-15,9:05:00,27,25,1999.0,2018,4,15,Sunday
HXP,Studio Cyc 9.05-9.55am,2018-04-22,9:05:00,27,24,1999.0,2018,4,22,Sunday
HXP,Studio Cyc 9.05-9.55am,2018-04-29,9:05:00,27,21,1999.0,2018,4,29,Sunday
HXP,Studio Cyc 9.05-9.55am,2018-05-06,9:05:00,27,18,1999.0,2018,5,6,Sunday
HXP,Studio Cyc 9.05-9.55am,2018-05-13,9:05:00,27,19,1999.0,2018,5,13,Sunday
HXP,Studio Cyc 9.05-9.55am,2018-05-20,9:05:00,27,27,1999.0,2018,5,20,Sunday
HXP,Studio Cyc 9.05-9.55am,2018-05-27,9:05:00,27,23,1999.0,2018,5,27,Sunday
HXP,Studio Cycling 7.05 -7.55,2018-04-03,7:05:00,27,12,1999.0,2018,4,3,Tuesday
HXP,Studio Cycling 7.05 -7.55,2018-04-10,7:05:00,27,24,1999.0,2018,4,10,Tuesday
HXP,Studio Cycling 7.05 -7.55,2018-04-17,7:05:00,27,16,1999.0,2018,4,17,Tuesday
HXP,Studio Cycling 7.05 -7.55,2018-04-24,7:05:00,27,12,1999.0,2018,4,24,Tuesday
HXP,Studio Cycling 7.05 -7.55,2018-05-01,7:05:00,27,12,1999.0,2018,5,1,Tuesday
HXP,Studio Cycling 7.05 -7.55,2018-05-08,7:05:00,27,11,1999.0,2018,5,8,Tuesday
HXP,Studio Cycling 7.05 -7.55,2018-05-15,7:05:00,27,9,1999.0,2018,5,15,Tuesday
HXP,Studio Cycling 7.05 -7.55,2018-05-22,7:05:00,27,9,1999.0,2018,5,22,Tuesday
HXP,Studio Cycling 7.05 -7.55,2018-05-29,7:05:00,27,17,1999.0,2018,5,29,Tuesday
TSC,Swim Fit-20.15-21.15pm,2018-04-05,20:15:00,18,10,1499.0,2018,4,5,Thursday
TSC,Swim Fit-20.15-21.15pm,2018-04-12,20:15:00,18,6,1499.0,2018,4,12,Thursday
TSC,Swim Fit-20.15-21.15pm,2018-04-19,20:15:00,18,8,1499.0,2018,4,19,Thursday
TSC,Swim Fit-20.15-21.15pm,2018-04-26,20:15:00,18,13,1499.0,2018,4,26,Thursday
TSC,Swim Fit-20.15-21.15pm,2018-05-03,20:15:00,18,12,1499.0,2018,5,3,Thursday
TSC,Swim Fit-20.15-21.15pm,2018-05-10,20:15:00,18,11,1499.0,2018,5,10,Thursday
TSC,Swim Fit-20.15-21.15pm,2018-05-17,20:15:00,18,1,1499.0,2018,5,17,Thursday
TSC,Swim Fit-20.15-21.15pm,2018-05-24,20:15:00,18,11,1499.0,2018,5,24,Thursday
TSC,Swim Fit-20.15-21.15pm,2018-05-31,20:15:00,18,8,1499.0,2018,5,31,Thursday
SBP,Swimfit  7am - 8am,2018-04-07,7:30:00,29,22,1499.0,2018,4,7,Saturday
SBP,Swimfit  7am - 8am,2018-04-14,7:30:00,29,22,1499.0,2018,4,14,Saturday
SBP,Swimfit  7am - 8am,2018-04-21,7:30:00,29,20,1499.0,2018,4,21,Saturday
SBP,Swimfit  7am - 8am,2018-04-28,7:30:00,29,29,1499.0,2018,4,28,Saturday
SBP,Swimfit  7am - 8am,2018-05-05,7:30:00,29,24,1499.0,2018,5,5,Saturday
SBP,Swimfit  7am - 8am,2018-05-12,7:30:00,29,20,1499.0,2018,5,12,Saturday
SBP,Swimfit  7am - 8am,2018-05-19,7:30:00,29,18,1499.0,2018,5,19,Saturday
SBP,Swimfit  7am - 8am,2018-05-26,7:30:00,29,18,1499.0,2018,5,26,Saturday
BRP,Swimfit  8pm - 9pm,2018-04-04,20:00:00,10,8,1499.0,2018,4,4,Wednesday
BRP,Swimfit  8pm - 9pm,2018-04-11,20:00:00,10,8,1499.0,2018,4,11,Wednesday
BRP,Swimfit  8pm - 9pm,2018-04-18,20:00:00,10,10,1499.0,2018,4,18,Wednesday
BRP,Swimfit  8pm - 9pm,2018-04-25,20:00:00,10,9,1499.0,2018,4,25,Wednesday
BRP,Swimfit  8pm - 9pm,2018-05-02,20:00:00,10,10,1499.0,2018,5,2,Wednesday
BRP,Swimfit  8pm - 9pm,2018-05-09,20:00:00,10,10,1499.0,2018,5,9,Wednesday
BRP,Swimfit  8pm - 9pm,2018-05-16,20:00:00,10,10,1499.0,2018,5,16,Wednesday
BRP,Swimfit  8pm - 9pm,2018-05-23,20:00:00,10,8,1499.0,2018,5,23,Wednesday
BRP,Swimfit  8pm - 9pm,2018-05-30,20:00:00,10,10,1499.0,2018,5,30,Wednesday
HXP,Swimfit 6.30 -7.30pm,2018-04-09,18:30:00,15,9,1499.0,2018,4,9,Monday
HXP,Swimfit 6.30 -7.30pm,2018-04-16,18:30:00,15,11,1499.0,2018,4,16,Monday
HXP,Swimfit 6.30 -7.30pm,2018-04-23,18:30:00,15,15,1499.0,2018,4,23,Monday
HXP,Swimfit 6.30 -7.30pm,2018-04-30,18:30:00,15,11,1499.0,2018,4,30,Monday
HXP,Swimfit 6.30 -7.30pm,2018-05-14,18:30:00,15,7,1499.0,2018,5,14,Monday
HXP,Swimfit 6.30 -7.30pm,2018-05-21,18:30:00,15,15,1499.0,2018,5,21,Monday
HXP,Swimfit 6.30-7.30am,2018-04-09,6:30:00,15,11,1499.0,2018,4,9,Monday
HXP,Swimfit 6.30-7.30am,2018-04-16,6:30:00,15,15,1499.0,2018,4,16,Monday
HXP,Swimfit 6.30-7.30am,2018-04-23,6:30:00,15,15,1499.0,2018,4,23,Monday
HXP,Swimfit 6.30-7.30am,2018-04-30,6:30:00,15,11,1499.0,2018,4,30,Monday
HXP,Swimfit 6.30-7.30am,2018-05-14,6:30:00,15,13,1499.0,2018,5,14,Monday
HXP,Swimfit 6.30-7.30am,2018-05-21,6:30:00,15,13,1499.0,2018,5,21,Monday
HXP,Swimfit 6.30am -7.30am,2018-04-04,6:30:00,15,15,1499.0,2018,4,4,Wednesday
HXP,Swimfit 6.30am -7.30am,2018-04-11,6:30:00,15,14,1499.0,2018,4,11,Wednesday
HXP,Swimfit 6.30am -7.30am,2018-04-18,6:30:00,15,15,1499.0,2018,4,18,Wednesday
HXP,Swimfit 6.30am -7.30am,2018-04-25,6:30:00,15,15,1499.0,2018,4,25,Wednesday
HXP,Swimfit 6.30am -7.30am,2018-05-02,6:30:00,15,13,1499.0,2018,5,2,Wednesday
HXP,Swimfit 6.30am -7.30am,2018-05-09,6:30:00,15,14,1499.0,2018,5,9,Wednesday
HXP,Swimfit 6.30am -7.30am,2018-05-16,6:30:00,15,13,1499.0,2018,5,16,Wednesday
HXP,Swimfit 6.30am -7.30am,2018-05-23,6:30:00,15,11,1499.0,2018,5,23,Wednesday
HXP,Swimfit 6.30am -7.30am,2018-05-30,6:30:00,15,14,1499.0,2018,5,30,Wednesday
